Protein_ID,Compound_ID,Label
Q5NTE5,SUB-9071,0
P06622,SUB-1017,0
Q13093,SUB-7994,0
G4WJC8,SUB-9627,1
I4DHV7,SUB-2435,1
Q9P979,SUB-5194,0
Q9D379,SUB-833,1
Q9SMI2,SUB-3379,0
P40566,SUB-685,1
Q06278,SUB-521,1
Q6WAU1,SUB-2007,0
Q9AVQ1,SUB-9796,0
H9N289,SUB-2719,1
Q9TRC7,SUB-1446,1
Q9XGY6,SUB-9100,1
A6YIH8,SUB-6056,0
Q9BZX2,SUB-9351,1
Q969S8,SUB-4952,1
K0CAI2,SUB-4997,0
P06709,SUB-8754,0
P28838,SUB-10321,1
Q8DTW7,SUB-4644,0
G2QH51,SUB-10339,0
P20720,SUB-4179,0
Q9HA79,SUB-5207,1
Q670W0,SUB-8521,1
A6YIH8,SUB-2013,1
Q8TEY0,SUB-8787,0
Q8X1D8,SUB-8328,0
Q11Z78,SUB-5681,1
Q05469,SUB-7072,1
P0A111,SUB-1059,1
P00784,SUB-3917,0
P07896,SUB-168,0
A0A1P8W705,SUB-4981,0
P53184,SUB-7890,1
Q96IY4,SUB-5601,1
P05202,SUB-3168,0
Q6D395,SUB-8089,1
Q96KN2,SUB-9514,0
P09870,SUB-2556,1
Q9R1T5,SUB-1144,1
P22413,SUB-876,0
P81156,SUB-4226,0
P39462,SUB-3362,0
Q86UL3,SUB-660,1
P28845,SUB-6465,1
Q13162,SUB-1995,0
B2RKK0,SUB-1884,0
Q70KH6,SUB-5202,1
P00634,SUB-3832,1
A0LRH8,SUB-2920,0
P08319,SUB-1530,1
Q39103,SUB-981,1
P04335,SUB-3984,0
Q96TU3,SUB-513,1
A0A2I6U1R0,SUB-7566,0
Q9SGU9,SUB-2537,0
P07154,SUB-9921,1
P50123,SUB-2664,1
Q43135,SUB-10085,0
C7FF05,SUB-642,1
Q02068,SUB-4824,0
Q1XH05,SUB-214,0
P46154,SUB-3481,1
P96762,SUB-5522,1
O31440,SUB-3046,1
Q2KNL6,SUB-3409,0
A0A0J9X243,SUB-8401,1
A4Q8F7,SUB-2100,1
A5GPQ6,SUB-7076,0
G3BJX4,SUB-2009,0
P06875,SUB-6787,0
Q8VPD4,SUB-2808,1
P21589,SUB-1624,1
Q04631,SUB-1516,1
P25774,SUB-8915,1
Q9CQ65,SUB-1078,1
Q5BM20,SUB-1777,0
O34807,SUB-529,1
Q8NBN7,SUB-8953,1
P9WIE5,SUB-9147,1
Q9LKJ1,SUB-2424,1
Q944B6,SUB-4730,0
Q5ZKP6,SUB-3428,0
Q9Y9P9,SUB-3892,1
A0A2I6U1R0,SUB-770,1
Q8L3C9,SUB-3926,0
B3Y018,SUB-570,0
P50281,SUB-7170,1
A6P6V9,SUB-4813,1
Q6IAQ1,SUB-3671,0
P35559,SUB-5522,1
Q8WNV7,SUB-9454,0
P05655,SUB-6193,1
P46154,SUB-1210,0
P05982,SUB-8741,0
Q76HN6,SUB-6729,1
Q7RXM0,SUB-1283,1
P52704,SUB-4881,1
Q81VW8,SUB-3468,1
O08914,SUB-3491,1
F9UM18,SUB-9957,0
Q6J4T9,SUB-156,1
P49366,SUB-1793,1
P07872,SUB-7905,1
P00492,SUB-6077,1
Q9HA79,SUB-7727,0
O24319,SUB-1395,1
P06621,SUB-9040,1
Q6ZQW0,SUB-1141,0
P18417,SUB-3514,1
P40817,SUB-4510,1
Q9ZBU1,SUB-6689,1
A4LA85,SUB-6824,1
P05982,SUB-7173,1
P00573,SUB-3493,0
O35490,SUB-3784,0
Q50EL0,SUB-2878,1
Q7G191,SUB-965,0
P39135,SUB-4624,1
P81156,SUB-4661,1
Q6TGQ8,SUB-5537,0
P16116,SUB-472,1
Q56691,SUB-7730,1
P42328,SUB-3296,0
A0A0H3V6E7,SUB-5355,1
P80679,SUB-4845,0
O66264,SUB-1875,1
Q8WZK8,SUB-4436,1
P13650,SUB-10109,1
A0A024RXP8,SUB-3661,1
P00959,SUB-5522,1
C7AJA4,SUB-6197,1
Q148T8,SUB-7218,1
A0A146FAY1,SUB-3810,0
B9W4V6,SUB-6851,0
P46925,SUB-7391,0
Q9I5F3,SUB-4939,0
P11889,SUB-3948,0
Q07982,SUB-2188,1
Q7X9A9,SUB-8531,0
I0GZ55,SUB-6482,0
Q02971,SUB-6517,0
P05459,SUB-3002,0
P35354,SUB-5333,0
P80679,SUB-3816,0
P59337,SUB-3533,0
O52933,SUB-2232,1
Q93TJ5,SUB-9941,0
Q9BZX2,SUB-6459,0
P12998,SUB-1579,1
Q86V24,SUB-7043,0
P54965,SUB-7158,1
Q55020,SUB-331,0
P41744,SUB-7878,0
A0A1L1YPD7,SUB-5580,0
Q7X2D3,SUB-4075,1
Q9NWM0,SUB-8554,0
Q02318,SUB-10316,0
P06622,SUB-8827,0
P05982,SUB-3853,0
P15304,SUB-10348,0
Q39547,SUB-3232,0
Q00971,SUB-2893,0
P21588,SUB-7784,0
P09104,SUB-6526,1
Q9Z354,SUB-1271,0
Q4J9F2,SUB-8260,0
O48882,SUB-9911,0
I0B6I6,SUB-2334,1
Q94AX4,SUB-5928,1
Q8X1D8,SUB-10050,1
Q8NF37,SUB-4528,1
A6P7M9,SUB-5734,1
Q3I409,SUB-9268,1
Q04631,SUB-377,1
W0NUN5,SUB-7320,1
G1EMI7,SUB-1448,1
E0Z1D2,SUB-8454,0
U6CL97,SUB-875,0
Q59310,SUB-8374,0
Q147X3,SUB-9117,0
Q8VWZ7,SUB-1821,0
Q92484,SUB-9196,1
P0A887,SUB-4978,1
P98073,SUB-5483,0
Q9S3U5,SUB-7129,0
Q4J9F2,SUB-7371,0
R9W5L0,SUB-3813,0
Q6XUJ4,SUB-3717,0
P9WIC7,SUB-8792,1
Q8KLK7,SUB-4398,1
P54965,SUB-4727,0
Q9HA79,SUB-8743,0
C7FF05,SUB-7101,0
P07099,SUB-41,0
A1ZA98,SUB-2558,0
C0JP83,SUB-1745,0
Q0KEG0,SUB-5001,1
P56965,SUB-3766,0
Q9SMI2,SUB-4237,0
P28838,SUB-8646,0
P15877,SUB-2027,0
O95497,SUB-5876,1
P11373,SUB-9901,0
B3TNN8,SUB-8647,1
Q6LUT2,SUB-1114,0
P11310,SUB-583,0
A0A0H3HE78,SUB-7466,1
Q92626,SUB-7135,0
F1P6W8,SUB-5560,1
O05927,SUB-2270,0
P0A3G2,SUB-1977,1
P07824,SUB-6370,1
P60484,SUB-3368,0
G0RVK1,SUB-7119,0
P00560,SUB-1960,1
Q9UUA2,SUB-9351,1
Q59971,SUB-5167,0
P00438,SUB-7980,0
P36639,SUB-1023,1
Q8GGG1,SUB-4528,0
Q91XE4,SUB-2246,0
P68175,SUB-4597,0
P20576,SUB-6041,1
P30837,SUB-4659,1
P47989,SUB-2438,0
Q4KIM5,SUB-5073,0
O24641,SUB-4457,0
P05982,SUB-7125,0
P30863,SUB-3444,1
Q9XUS5,SUB-7964,0
Q06282,SUB-5931,1
P37058,SUB-9114,0
Q15493,SUB-9217,0
Q52675,SUB-10178,1
V9HZX4,SUB-7702,0
Q9F131,SUB-1025,1
C9JRZ8,SUB-2453,0
Q9WPH5,SUB-8015,1
P95468,SUB-7711,0
P37058,SUB-4867,0
O32428,SUB-9559,1
O67987,SUB-6081,1
P9WPP9,SUB-1723,0
Q91XE4,SUB-8422,0
P50162,SUB-6147,1
A0A075B5G4,SUB-8203,1
P39462,SUB-9747,0
P31013,SUB-1676,0
Q13093,SUB-8909,0
Q7LYI9,SUB-609,0
Q9N119,SUB-7727,0
P13114,SUB-9314,1
Q9X0C6,SUB-8513,1
P04963,SUB-6353,0
F9UM18,SUB-35,0
B5D5P2,SUB-7087,0
F9UM18,SUB-7542,1
P41909,SUB-6589,0
P31373,SUB-4387,1
P22413,SUB-9350,1
P19573,SUB-952,0
O75828,SUB-4126,1
P11546,SUB-10323,0
P0ACC7,SUB-7997,0
E2GIN1,SUB-7723,0
B3VMC2,SUB-2588,1
P43353,SUB-1344,0
E3W861,SUB-7477,1
P06622,SUB-1108,1
P00183,SUB-927,0
Q7L5A8,SUB-5325,0
A4LA85,SUB-6652,1
A0A0E4AX59,SUB-485,0
P0AB80,SUB-4283,0
P81908,SUB-3885,0
C7FF05,SUB-1998,0
C9JRZ8,SUB-5200,0
P19971,SUB-2253,1
P30967,SUB-8737,0
A3KEZ1,SUB-6169,0
O14556,SUB-485,0
Q9H227,SUB-3203,1
O74237,SUB-5262,0
P42535,SUB-521,0
Q8GRC5,SUB-4915,0
U6A566,SUB-192,1
P15559,SUB-8278,1
F9UM18,SUB-2286,0
Q9UBR2,SUB-699,1
Q8BWF0,SUB-2444,1
P37111,SUB-3260,1
Q9XHE8,SUB-5081,1
P00634,SUB-9690,0
Q9WXT2,SUB-1196,0
P0A6L4,SUB-3196,1
Q8DP63,SUB-525,1
P07824,SUB-1602,0
Q9JKC1,SUB-370,1
B9W4V6,SUB-9266,1
A1BBA0,SUB-8452,1
Q7LHI2,SUB-8038,1
Q13093,SUB-2330,0
A0A3Q1MJ30,SUB-4483,1
Q99NB1,SUB-3851,1
Q7SIG4,SUB-9144,1
P23457,SUB-2581,1
P0ABR9,SUB-6000,1
O54408,SUB-9056,0
C5I9X1,SUB-3053,1
P0ADI4,SUB-7389,1
P34960,SUB-8692,1
P76082,SUB-9947,0
Q31QF3,SUB-9908,1
O94219,SUB-1548,0
P52895,SUB-5346,0
T1SP91,SUB-9403,1
Q0QLF2,SUB-2713,1
Q9ZBU1,SUB-3122,1
Q02068,SUB-5925,0
Q969S8,SUB-6103,1
Q47PB9,SUB-8445,0
P05364,SUB-5246,1
P07202,SUB-523,0
Q1PS23,SUB-8985,0
P35219,SUB-2409,1
F5H5G0,SUB-5261,1
P08319,SUB-2903,0
Q13370,SUB-6071,1
P17516,SUB-3331,1
A0A0J9X243,SUB-8582,0
A2PZP3,SUB-8605,1
P21588,SUB-9455,1
Q6P549,SUB-5338,0
P05982,SUB-1331,1
Q9M9F5,SUB-2910,1
Q02068,SUB-7496,0
P17516,SUB-3301,0
D7UER1,SUB-6974,1
Q9X5B8,SUB-8964,0
P37063,SUB-6543,0
P11509,SUB-7207,0
P36639,SUB-2768,1
Q0WP12,SUB-1947,1
A2ADU9,SUB-6417,0
G8XR50,SUB-4400,0
O94219,SUB-3701,1
A7LFP5,SUB-737,0
Q15493,SUB-9708,1
I3RFR4,SUB-1390,0
Q5BM20,SUB-1820,1
Q12537,SUB-6436,0
P21395,SUB-9307,1
Q8TTZ3,SUB-5522,1
B9W4V6,SUB-2041,0
C3VPJ1,SUB-128,1
D2Z027,SUB-3629,0
P50163,SUB-6097,0
Q56185,SUB-9279,1
Q38786,SUB-8609,1
C4TGF1,SUB-5433,0
Q9NYQ3,SUB-7109,0
F5H5G0,SUB-3551,0
Q96YZ3,SUB-4233,0
E3T1X3,SUB-10166,1
Q80VQ0,SUB-7513,1
Q1XH04,SUB-5576,0
P77781,SUB-9359,0
Q9HBH5,SUB-3141,0
Q99JW2,SUB-9032,0
P32277,SUB-5522,1
Q57160,SUB-2354,0
Q13126,SUB-108,0
P11214,SUB-5409,0
P04694,SUB-5642,0
Q96IY4,SUB-2787,0
H9N289,SUB-8055,0
Q8VPD4,SUB-8163,1
Q9SQ67,SUB-2760,1
Q6SSJ6,SUB-7233,0
Q04631,SUB-659,1
Q5AWX6,SUB-3082,1
Q8RVP6,SUB-8284,1
Q70JP0,SUB-10090,1
O88736,SUB-936,0
P0A6I0,SUB-5281,0
Q9LAB8,SUB-8095,1
P06621,SUB-669,1
Q9GN60,SUB-5339,0
P21890,SUB-8500,1
P0A111,SUB-1184,1
P54781,SUB-2955,0
O24641,SUB-3371,0
Q5F6P7,SUB-3115,0
Q06282,SUB-7940,0
P0A111,SUB-5302,1
Q75SP7,SUB-5384,0
P00957,SUB-5522,1
P80025,SUB-6438,0
Q84HQ2,SUB-9421,0
Q8VPD4,SUB-9690,1
Q9WWW6,SUB-1458,0
Q148T8,SUB-5319,0
P80702,SUB-9679,1
E3T1X3,SUB-4900,1
Q95UJ3,SUB-1759,1
P9WKD3,SUB-3711,0
Q9KJU4,SUB-4818,0
O24641,SUB-8701,0
P08319,SUB-841,0
Q8KLT9,SUB-4194,0
B9VXW6,SUB-8295,1
Q2HPP6,SUB-2410,0
Q96I99,SUB-3378,0
O65355,SUB-8130,1
P05326,SUB-6889,0
P30837,SUB-3053,1
U6CL97,SUB-6998,1
A7J2C6,SUB-5048,0
P0ACC7,SUB-103,1
O24641,SUB-8692,1
P14384,SUB-2500,1
Q8QFM7,SUB-7135,1
Q8NBN7,SUB-4737,0
Q9C907,SUB-6831,1
P39051,SUB-9006,0
P51857,SUB-2587,0
O33456,SUB-940,0
A9QXE0,SUB-4185,0
Q936X3,SUB-4018,1
F6N111,SUB-7403,1
O06652,SUB-3353,0
A7WNU2,SUB-2804,0
K9RZL7,SUB-10052,1
M1T9X3,SUB-9472,0
Q9C4B3,SUB-2562,0
P51650,SUB-3444,1
Q56S49,SUB-8680,0
B3TLD6,SUB-7003,0
Q12737,SUB-4530,0
P0AB80,SUB-1308,1
O34142,SUB-837,0
Q99JW2,SUB-1153,0
Q9ZBU1,SUB-229,0
Q61847,SUB-1433,1
O75608,SUB-7681,0
Q59310,SUB-3575,0
P09870,SUB-7988,1
A0A0K1P4J7,SUB-6237,1
Q6L9W6,SUB-10010,0
E7D7J5,SUB-7141,1
A8QCW4,SUB-2243,1
P97562,SUB-3326,0
P26876,SUB-4459,0
Q8BWF0,SUB-2073,1
Q8KHZ8,SUB-1261,0
P07205,SUB-8225,1
P35354,SUB-1611,1
Q71DJ5,SUB-8095,0
P15559,SUB-6267,0
A0A0E3GVY6,SUB-4474,0
Q25252,SUB-4593,0
Q92XZ6,SUB-5170,0
P14743,SUB-6582,0
P21589,SUB-6623,1
Q52383,SUB-7063,0
P07129,SUB-14,1
Q8NK50,SUB-7738,0
Q9FAB1,SUB-9672,1
P06280,SUB-3454,1
Q06278,SUB-7693,0
O64743,SUB-6568,1
P12955,SUB-7996,1
Q6AYS7,SUB-7507,0
Q078S6,SUB-360,0
P06622,SUB-8139,0
Q8RBF4,SUB-6806,0
Q9HA79,SUB-5703,0
Q76LC4,SUB-420,0
P9WNS1,SUB-4802,0
O94219,SUB-2876,0
Q02318,SUB-288,1
Q6UVM5,SUB-186,0
Q58LW6,SUB-5912,0
P16116,SUB-2139,0
A0A2H4ER88,SUB-4415,0
P0AB91,SUB-5344,0
P81908,SUB-9138,1
O81986,SUB-9745,1
Q04179,SUB-6481,0
P80679,SUB-2326,0
P36269,SUB-5634,1
Q9AGH8,SUB-1505,0
O94788,SUB-2920,1
C4R4L0,SUB-4076,1
P29218,SUB-1727,1
P11546,SUB-3171,1
P00327,SUB-1781,1
P12625,SUB-10187,1
P22413,SUB-7326,1
Q6P7B9,SUB-9551,0
P50162,SUB-6596,0
Q8WNV7,SUB-2122,1
Q76L37,SUB-7805,0
A8WAC5,SUB-5686,1
P60472,SUB-10167,1
A1R2C3,SUB-531,1
P15555,SUB-6228,1
Q5FC15,SUB-2820,0
Q0PIV8,SUB-688,0
Q6AYS7,SUB-8274,1
G5EGA5,SUB-2049,1
Q02497,SUB-3840,1
P00327,SUB-3135,1
A0A075EKG1,SUB-5473,0
C6A190,SUB-7870,0
Q9ZBU1,SUB-7535,1
Q7XA67,SUB-8416,1
D2Z027,SUB-4977,0
Q08IT1,SUB-7481,0
Q5QE78,SUB-4440,1
P30837,SUB-3634,0
E9RK37,SUB-8704,0
F1T242,SUB-6734,1
P0A110,SUB-4648,0
Q9H227,SUB-4391,1
O13702,SUB-991,0
P80679,SUB-279,0
A7YN26,SUB-5867,0
Q96KN2,SUB-9602,0
Q8KZT4,SUB-909,1
O75828,SUB-5183,0
A2R1N3,SUB-9349,0
Q9SLN8,SUB-3797,1
A2VA43,SUB-8640,1
Q9FEW9,SUB-9046,1
P70698,SUB-5056,0
Q2FZL2,SUB-1391,0
G4WJC8,SUB-8134,0
P0A955,SUB-2293,1
B1IVD5,SUB-4841,0
G1UBD1,SUB-7647,1
P04040,SUB-5005,0
Q9Z4X8,SUB-1086,1
Q6UG02,SUB-9874,1
V5YW53,SUB-5747,1
C0JP83,SUB-1690,0
Q8IJ74,SUB-1428,1
P18548,SUB-4443,1
Q8BWF0,SUB-4112,0
O31675,SUB-4233,1
P0ABR9,SUB-8939,1
P06617,SUB-7676,0
P31013,SUB-6278,1
I3V5V5,SUB-6134,1
E2GIN1,SUB-8489,1
P31013,SUB-81,0
P17516,SUB-5667,1
E9RK37,SUB-5226,1
Q6LFH8,SUB-9479,1
Q93V61,SUB-9196,1
Q58820,SUB-2622,1
Q2FZL2,SUB-6927,1
P12955,SUB-5965,0
P12530,SUB-2057,0
P17109,SUB-2413,1
Q96IY4,SUB-5916,0
O32125,SUB-3996,1
Q25252,SUB-548,1
P46154,SUB-251,1
P80679,SUB-2613,1
Q56841,SUB-8484,0
P16116,SUB-891,1
Q02068,SUB-2013,0
P54310,SUB-1549,1
Q53766,SUB-5162,0
P50163,SUB-9143,1
Q13126,SUB-4751,0
F1CMX3,SUB-106,0
P08311,SUB-4215,0
Q02497,SUB-3091,1
Q9FEW9,SUB-4026,0
A8DRH9,SUB-7424,1
H3JQW0,SUB-2055,0
P08319,SUB-9173,0
O75828,SUB-6766,1
P80025,SUB-9618,0
A3KEZ1,SUB-10161,1
P02592,SUB-2863,1
D4GP73,SUB-6572,0
P13650,SUB-9104,1
D7UER1,SUB-10029,1
O06401,SUB-4806,1
Q6BCY4,SUB-9791,0
F9UM18,SUB-4024,0
A2VA43,SUB-5892,1
B3Y018,SUB-3003,1
Q1QBB9,SUB-7268,0
F2R038,SUB-2600,1
O60760,SUB-4394,0
Q60FX6,SUB-4150,1
F8S123,SUB-7853,1
A0A142ZC57,SUB-6286,0
Q0E9Q7,SUB-2139,1
P80067,SUB-10164,1
Q52383,SUB-3625,1
P13650,SUB-9130,0
Q47396,SUB-5522,1
P45381,SUB-2796,1
Q02068,SUB-5378,1
Q63880,SUB-5007,1
B5A496,SUB-3319,1
D7UTZ8,SUB-2840,1
Q1XH05,SUB-2800,1
P12998,SUB-10202,0
Q13162,SUB-2439,1
P54965,SUB-5716,1
O34453,SUB-1404,0
Q5FSN8,SUB-2183,1
S4TJ23,SUB-631,1
O08355,SUB-7709,0
Q9R1T5,SUB-1816,0
P97872,SUB-7751,0
Q75NT4,SUB-2079,0
P21219,SUB-4798,0
Q25252,SUB-8607,1
A0A0K0Q1Y2,SUB-969,1
Q5EG61,SUB-6082,1
Q2QB49,SUB-9157,0
Q52383,SUB-3069,0
P04841,SUB-3473,1
Q96IY4,SUB-9712,0
Q60FX6,SUB-5110,0
P22869,SUB-5527,1
P08683,SUB-9103,1
A7LCL1,SUB-10050,0
Q63342,SUB-735,1
P20960,SUB-667,0
Q969S8,SUB-456,1
Q9FEW9,SUB-916,0
Q8ISS3,SUB-8229,1
A0A0H3M8A6,SUB-8416,0
Q93YB2,SUB-5049,0
Q4PNI0,SUB-8838,1
P00591,SUB-6579,0
B8FVX4,SUB-2068,1
Q924N5,SUB-3851,1
A0A0E4A9D6,SUB-2308,1
Q91XE4,SUB-10246,0
Q6L2X5,SUB-2948,1
Q2KNL6,SUB-4189,1
P21219,SUB-441,1
P42328,SUB-1899,1
Q9FYU7,SUB-548,0
A0A172Q4D8,SUB-1792,0
P39462,SUB-2305,0
Q9HFV6,SUB-8834,0
P30863,SUB-6353,0
Q9BY64,SUB-3851,0
G4WJC8,SUB-4168,1
K4N0V2,SUB-8449,1
Q02068,SUB-7391,1
B3Y018,SUB-6432,1
O74212,SUB-4179,1
P21685,SUB-5842,1
P37063,SUB-8685,0
Q9Z1T6,SUB-4244,0
A0A075B5H4,SUB-7574,0
Q9LCQ7,SUB-9498,1
Q60136,SUB-9923,1
Q62711,SUB-6473,1
C9JRZ8,SUB-3126,1
Q2UNF9,SUB-9545,0
Q6RKB1,SUB-6563,0
A0A1J9VES8,SUB-6795,0
Q59971,SUB-3268,0
Q8A947,SUB-5969,0
Q7G191,SUB-14,0
A1BBA0,SUB-9825,0
P07872,SUB-2988,0
O82827,SUB-343,0
Q5VYX0,SUB-5286,1
B0FSQ0,SUB-7159,0
P06632,SUB-32,1
Q9I492,SUB-5747,1
Q6TXD2,SUB-1013,0
Q8GR22,SUB-8108,1
P06622,SUB-3298,1
Q06IS2,SUB-842,1
Q0PQZ5,SUB-9662,0
Q9WXT2,SUB-8767,1
P00634,SUB-9156,0
Q9ZVL6,SUB-880,1
Q5BM20,SUB-10185,1
P80679,SUB-8183,0
Q9BT40,SUB-10343,1
A0A1V0ELS9,SUB-2288,1
Q5BM20,SUB-2183,1
Q9HA79,SUB-4314,0
P00586,SUB-2939,0
P28845,SUB-3904,1
Q9BY64,SUB-2239,1
Q60FD2,SUB-9386,0
Q9HBH5,SUB-3047,0
Q99JW2,SUB-3124,0
P80679,SUB-6629,0
P21219,SUB-3847,0
Q84424,SUB-648,1
P35738,SUB-10317,0
Q9FAB1,SUB-3554,0
B3TMR8,SUB-2801,1
Q76KC2,SUB-6333,1
Q04631,SUB-225,0
P51857,SUB-3911,0
P14384,SUB-5084,0
T2HVB4,SUB-5032,0
P00438,SUB-1997,1
B2RKK0,SUB-9891,0
Q52087,SUB-4477,1
P06622,SUB-3863,1
G1JSL4,SUB-1728,0
B3Y018,SUB-6765,1
F9UM18,SUB-39,0
Q9LAB8,SUB-1014,1
A0AVT1,SUB-5348,0
Q53389,SUB-9735,1
Q06892,SUB-3473,0
P80340,SUB-6348,0
Q04828,SUB-3814,1
Q8KQG6,SUB-164,0
P04335,SUB-9380,0
Q9SMI2,SUB-1392,0
P25152,SUB-2783,0
P36551,SUB-6824,0
P00371,SUB-3633,0
Q5BQE6,SUB-9860,0
A0EL75,SUB-8805,1
Q9HBQ7,SUB-193,0
P26263,SUB-3833,1
Q6AYS7,SUB-8027,0
Q5I6B5,SUB-10322,0
Q44238,SUB-4491,0
Q9HXE3,SUB-860,0
Q9N119,SUB-6003,1
P23381,SUB-5449,0
O24641,SUB-10309,0
Q6GMR7,SUB-8688,0
P07896,SUB-3102,1
P12547,SUB-3847,0
P97872,SUB-7286,1
Q92484,SUB-1129,0
Q8N884,SUB-5522,1
O23240,SUB-9364,1
P78329,SUB-1786,0
Q13126,SUB-2877,1
Q12537,SUB-5340,0
Q8TZH9,SUB-3160,0
D2WKD9,SUB-5529,1
P77846,SUB-8353,0
Q9S777,SUB-6155,0
P16116,SUB-10202,1
Q7WZT5,SUB-6281,1
Q02499,SUB-8826,1
G3XEX5,SUB-5645,1
O34142,SUB-6099,1
Q51697,SUB-6792,0
H9NJ52,SUB-2371,1
I7ML19,SUB-6101,1
P0A111,SUB-524,1
Q86V24,SUB-3650,1
P43353,SUB-4136,1
Q9EQV6,SUB-10164,1
Q9AR22,SUB-4438,1
Q53586,SUB-4811,1
Q16222,SUB-620,0
G1T465,SUB-7968,1
Q96DE0,SUB-7638,1
Q7SIG4,SUB-8510,0
Q9C4B3,SUB-9660,1
Q9JLJ3,SUB-9774,1
E7FHL9,SUB-6515,1
A6G7B1,SUB-7671,0
Q15392,SUB-8465,0
P0A6L4,SUB-760,1
Q09LY5,SUB-9711,0
Q8DTW7,SUB-8082,0
P13569,SUB-3382,0
Q9R5V5,SUB-10163,0
O14495,SUB-5712,0
Q59310,SUB-69,1
Q84F14,SUB-7571,0
B3Y002,SUB-6227,0
Q9SQ67,SUB-6278,0
Q147X3,SUB-3043,1
P04694,SUB-6099,1
Q04631,SUB-4466,0
Q7WWK8,SUB-7399,0
Q75NT4,SUB-4441,1
Q9TQS6,SUB-10229,0
P80340,SUB-1142,0
Q9QX60,SUB-6521,0
G0RVK1,SUB-5403,0
P26876,SUB-2781,0
Q9RA61,SUB-1028,0
P0A110,SUB-3902,0
Q8LAS8,SUB-3507,1
P00327,SUB-8486,0
Q8NA58,SUB-7267,0
P53184,SUB-6033,1
P05982,SUB-3843,0
Q93L51,SUB-3936,1
P07202,SUB-7376,0
P80340,SUB-2546,1
A5HV13,SUB-957,0
P97872,SUB-4765,0
Q9SWG0,SUB-8924,0
P07202,SUB-2569,0
H3JQW0,SUB-4365,1
P37967,SUB-5565,1
P04694,SUB-1874,1
Q9C4B3,SUB-1972,1
P0A111,SUB-6895,1
O75828,SUB-3001,1
Q944B6,SUB-4783,1
Q9ZBU1,SUB-9202,0
Q9HA79,SUB-1410,0
P15428,SUB-6423,0
Q9F131,SUB-8387,0
P20720,SUB-2926,0
Q9FG67,SUB-59,1
P71725,SUB-7292,1
P07975,SUB-3282,1
P39849,SUB-3639,1
P0A955,SUB-6634,0
I0AZ41,SUB-6282,1
P0A110,SUB-5359,1
Q76GS2,SUB-2383,1
P05793,SUB-4116,1
Q96V44,SUB-9546,0
Q9HHB0,SUB-6601,1
P00591,SUB-5267,0
P39462,SUB-8182,0
P29141,SUB-1077,0
P21219,SUB-9896,0
P04963,SUB-8911,0
O58754,SUB-1744,0
P80025,SUB-2395,0
Q9M336,SUB-2253,1
O65355,SUB-3244,0
P10323,SUB-9920,0
P60955,SUB-5452,0
Q9VFS2,SUB-2155,0
O33456,SUB-3849,1
Q5JGC2,SUB-7640,0
P21588,SUB-5256,1
P37967,SUB-3579,0
P06875,SUB-9576,0
P41744,SUB-7059,0
Q7PCC4,SUB-937,0
P21588,SUB-1212,1
Q59310,SUB-6536,1
A1DU46,SUB-2035,0
C9JRZ8,SUB-286,1
Q7V6D4,SUB-8141,1
O60911,SUB-6178,1
P80679,SUB-5567,0
P20581,SUB-5418,0
O94823,SUB-217,1
P11344,SUB-6058,0
Q9M0A7,SUB-6337,1
Q13093,SUB-8352,0
P54315,SUB-3577,0
Q9S3U5,SUB-3725,0
Q5FL96,SUB-5141,0
Q9LK94,SUB-9481,1
A0A075BZ18,SUB-6298,1
O74237,SUB-7931,1
P42330,SUB-2568,1
A9QVV8,SUB-9765,0
Q91WR5,SUB-891,1
Q3IL66,SUB-3890,1
Q5SL12,SUB-7735,1
Q8RR58,SUB-4325,1
P26876,SUB-9169,1
B9W4V6,SUB-3522,0
Q2UII1,SUB-2191,0
P9WPL5,SUB-4631,0
Q05GU3,SUB-7904,1
Q8TCG5,SUB-5432,1
P78329,SUB-6296,1
Q6FFQ0,SUB-1434,0
Q96KN2,SUB-6310,1
P07001,SUB-8756,0
Q9ZB22,SUB-6823,1
Q9SQ67,SUB-8891,0
A0A0K2SQZ9,SUB-2980,1
P11344,SUB-9133,1
P00327,SUB-3531,0
P52705,SUB-4732,0
P07202,SUB-9436,1
P39482,SUB-442,0
Q8WNV7,SUB-5878,1
Q97UH8,SUB-10344,0
E4QP00,SUB-9631,1
A3MUY9,SUB-380,0
Q4R9M3,SUB-728,0
P0A6L4,SUB-7954,0
H9N289,SUB-56,1
Q12556,SUB-4657,0
P39482,SUB-6849,1
P21219,SUB-3373,0
A0A0B4RUW2,SUB-5018,1
Q01062,SUB-3393,1
Q9HXE7,SUB-348,1
Q63042,SUB-4203,1
A2DJ40,SUB-8631,0
Q46856,SUB-3989,0
Q27679,SUB-10075,1
P30837,SUB-7464,1
Q6J540,SUB-3311,0
Q8KLK7,SUB-6210,0
W0NUN5,SUB-4642,0
Q9WTL7,SUB-3166,1
Q9N119,SUB-9186,1
Q8KHZ8,SUB-10058,1
A0A075KLC7,SUB-5508,0
B0T7D7,SUB-3304,0
Q27679,SUB-4118,0
P53629,SUB-8290,0
B3A042,SUB-6965,0
Q9H227,SUB-117,0
Q53389,SUB-8230,0
P11310,SUB-3342,0
P80679,SUB-7115,1
I0GZ55,SUB-9440,1
C9JRZ8,SUB-9579,1
B3A042,SUB-2899,1
Q8X176,SUB-1006,1
Q02068,SUB-7500,0
A0A0J9X243,SUB-8373,1
P39462,SUB-322,0
